
SetupTitle, HfO2 experiment
PrimitiveTest, I/V Sweep
DataValue, 0.98000000000000009, 0.000160784, , , 
DataValue, 0.9900000000000001, 0.000166608, , , 
DataValue, 1, 0.00017273600000000002, , , 
DataValue, 1, 0.00017271700000000002, , , 
DataValue, 0.9900000000000001, 0.00016697, , , 
DataValue, 0.98000000000000009, 0.00016151200000000002, , , 
DataValue, 0.97000000000000008, 0.00015550900000000002, , , 
DataValue, 0.96000000000000008, 0.000150013, , , 
DataValue, 0.95000000000000007, 0.00014457, , , 
DataValue, 0.94000000000000006, 0.00013896900000000002, , , 
DataValue, 0.93, 0.00013374100000000002, , , 
DataValue, 0.92, 0.000128679, , , 
DataValue, 0.91, 0.000123573, , , 
DataValue, 0.9, 0.00011853100000000001, , , 
DataValue, 0.89, 0.00011373600000000001, , , 
DataValue, 0.88, 0.00010917500000000001, , , 
DataValue, 0.87, 0.00010459, , , 
DataValue, 0.86, 0.00010016800000000001, , , 
DataValue, 0.85000000000000009, 9.59814E-05, , , 
DataValue, 0.84000000000000008, 9.18541E-05, , , 
DataValue, 0.83000000000000007, 8.78412E-05, , , 
DataValue, 0.82000000000000006, 8.37997E-05, , , 
DataValue, 0.81, 7.99883E-05, , , 
DataValue, 0.8, 7.6252700000000009E-05, , , 
DataValue, 0.79, 7.26628E-05, , , 
DataValue, 0.78, 6.91856E-05, , , 
DataValue, 0.77, 6.57827E-05, , , 
DataValue, 0.76, 6.2514E-05, , , 
DataValue, 0.75, 5.93786E-05, , , 
DataValue, 0.74, 5.63253E-05, , , 
DataValue, 0.73, 5.34267E-05, , , 
DataValue, 0.72000000000000008, 5.0593E-05, , , 
DataValue, 0.71000000000000008, 4.78977E-05, , , 
DataValue, 0.70000000000000007, 4.5281E-05, , , 
DataValue, 0.69000000000000006, 4.2776E-05, , , 
DataValue, 0.68, 4.03781E-05, , , 
DataValue, 0.67, 3.8071800000000004E-05, , , 
DataValue, 0.66, 3.58736E-05, , , 
DataValue, 0.65, 3.3763800000000004E-05, , , 
DataValue, 0.64, 3.1748E-05, , , 
DataValue, 0.63, 2.98334E-05, , , 
DataValue, 0.62, 2.79987E-05, , , 
DataValue, 0.61, 2.6277E-05, , , 
DataValue, 0.6, 2.46145E-05, , , 
DataValue, 0.59000000000000008, 2.3033500000000002E-05, , , 
DataValue, 0.58000000000000007, 2.1537600000000002E-05, , , 
DataValue, 0.57000000000000006, 2.01152E-05, , , 
DataValue, 0.56, 1.8774900000000002E-05, , , 
DataValue, 0.55, 1.74981E-05, , , 
DataValue, 0.54, 1.6290200000000002E-05, , , 
DataValue, 0.53, 1.51607E-05, , , 
DataValue, 0.52, 1.40881E-05, , , 
DataValue, 0.51, 1.3087400000000001E-05, , , 
DataValue, 0.5, 1.21362E-05, , , 
DataValue, 0.49000000000000005, 1.12431E-05, , , 
DataValue, 0.48000000000000004, 1.04133E-05, , , 
DataValue, 0.47000000000000003, 9.62665E-06, , , 
DataValue, 0.46, 8.8956000000000017E-06, , , 
DataValue, 0.45, 8.20755E-06, , , 
DataValue, 0.44, 7.5647400000000009E-06, , , 
DataValue, 0.43, 6.96769E-06, , , 
DataValue, 0.42000000000000004, 6.4071600000000008E-06, , , 
DataValue, 0.41000000000000003, 5.8882500000000008E-06, , , 
DataValue, 0.4, 5.40244E-06, , , 
DataValue, 0.39, 4.95205E-06, , , 
DataValue, 0.38, 4.53577E-06, , , 
DataValue, 0.37, 4.14636E-06, , , 
DataValue, 0.36000000000000004, 3.7888700000000003E-06, , , 
DataValue, 0.35000000000000003, 3.4557700000000005E-06, , , 
DataValue, 0.34, 3.1471000000000003E-06, , , 
DataValue, 0.33, 2.86408E-06, , , 
DataValue, 0.32, 2.60178E-06, , , 
DataValue, 0.31, 2.3618300000000004E-06, , , 
DataValue, 0.3, 2.1395900000000004E-06, , , 
DataValue, 0.29000000000000004, 1.93508E-06, , , 
DataValue, 0.28, 1.74893E-06, , , 
DataValue, 0.27, 1.5774300000000001E-06, , , 
DataValue, 0.26, 1.4214100000000001E-06, , , 
DataValue, 0.25, 1.2779100000000001E-06, , , 
DataValue, 0.24000000000000002, 1.1465600000000001E-06, , , 
DataValue, 0.23, 1.0276000000000001E-06, , , 
DataValue, 0.22, 9.19495E-07, , , 
DataValue, 0.21000000000000002, 8.21E-07, , , 
DataValue, 0.2, 7.3090699999999994E-07, , , 
DataValue, 0.19, 6.4933E-07, , , 
DataValue, 0.18000000000000002, 5.7595299999999994E-07, , , 
DataValue, 0.17, 5.0914E-07, , , 
DataValue, 0.16, 4.49374E-07, , , 
DataValue, 0.15, 3.94742E-07, , , 
DataValue, 0.14, 3.4576E-07, , , 
DataValue, 0.13, 3.02028E-07, , , 
DataValue, 0.12000000000000001, 2.62357E-07, , , 
DataValue, 0.11, 2.27128E-07, , , 
DataValue, 0.1, 1.95258E-07, , , 
DataValue, 0.090000000000000011, 1.66782E-07, , , 
DataValue, 0.08, 1.41032E-07, , , 
DataValue, 0.07, 1.17781E-07, , , 
DataValue, 0.060000000000000005, 9.70671E-08, , , 
DataValue, 0.05, 7.780259999999999E-08, , , 
DataValue, 0.04, 6.03092E-08, , , 
DataValue, 0.030000000000000002, 4.39229E-08, , , 
DataValue, 0.02, 2.8466299999999998E-08, , , 
DataValue, 0.01, 1.37482E-08, , , 
DataValue, 0, -4.4482E-10, , , 
DataValue, -0.01, -1.4713999999999999E-08, , , 
DataValue, -0.02, -2.9710399999999998E-08, , , 
DataValue, -0.030000000000000002, -4.5162799999999995E-08, , , 
DataValue, -0.04, -6.1393599999999992E-08, , , 
DataValue, -0.05, -7.8569E-08, , , 
DataValue, -0.060000000000000005, -9.7354499999999987E-08, , , 
DataValue, -0.07, -1.18156E-07, , , 
DataValue, -0.08, -1.41493E-07, , , 
DataValue, -0.090000000000000011, -1.6703499999999999E-07, , , 
DataValue, -0.1, -1.95622E-07, , , 
DataValue, -0.11, -2.27228E-07, , , 
DataValue, -0.12000000000000001, -2.6269E-07, , , 
DataValue, -0.13, -3.02093E-07, , , 
DataValue, -0.14, -3.46237E-07, , , 
DataValue, -0.15, -3.95417E-07, , , 
DataValue, -0.16, -4.49747E-07, , , 
DataValue, -0.17, -5.10688E-07, , , 
DataValue, -0.18000000000000002, -5.77265E-07, , , 
DataValue, -0.19, -6.5199899999999993E-07, , , 
DataValue, -0.2, -7.34617E-07, , , 
DataValue, -0.21000000000000002, -8.2534E-07, , , 
DataValue, -0.22, -9.25861E-07, , , 
DataValue, -0.23, -1.03604E-06, , , 
DataValue, -0.24000000000000002, -1.1572000000000001E-06, , , 
DataValue, -0.25, -1.2912300000000002E-06, , , 
DataValue, -0.26, -1.4372400000000002E-06, , , 
DataValue, -0.27, -1.5976700000000002E-06, , , 
DataValue, -0.28, -1.7718500000000002E-06, , , 
DataValue, -0.29000000000000004, -1.96395E-06, , , 
DataValue, -0.3, -2.1737700000000003E-06, , , 
DataValue, -0.31, -2.4006800000000005E-06, , , 
DataValue, -0.32, -2.64902E-06, , , 
DataValue, -0.33, -2.9177300000000004E-06, , , 
DataValue, -0.34, -3.2102200000000003E-06, , , 
DataValue, -0.35000000000000003, -3.5276700000000006E-06, , , 
DataValue, -0.36000000000000004, -3.8698700000000004E-06, , , 
DataValue, -0.37, -4.24287E-06, , , 
DataValue, -0.38, -4.6424700000000005E-06, , , 
DataValue, -0.39, -5.07616E-06, , , 
DataValue, -0.4, -5.5420300000000009E-06, , , 
DataValue, -0.41000000000000003, -6.04784E-06, , , 
DataValue, -0.42000000000000004, -6.589040000000001E-06, , , 
DataValue, -0.43, -7.167630000000001E-06, , , 
DataValue, -0.44, -7.79264E-06, , , 
DataValue, -0.45, -8.4587100000000016E-06, , , 
DataValue, -0.46, -9.178970000000001E-06, , , 
DataValue, -0.47000000000000003, -9.94633E-06, , , 
DataValue, -0.48000000000000004, -1.0761450000000002E-05, , , 
DataValue, -0.49000000000000005, -1.1639E-05, , , 
DataValue, -0.5, -1.25594E-05, , , 
DataValue, -0.51, -1.35519E-05, , , 
DataValue, -0.52, -1.46083E-05, , , 
DataValue, -0.53, -1.57152E-05, , , 
DataValue, -0.54, -1.69043E-05, , , 
DataValue, -0.55, -1.81528E-05, , , 
DataValue, -0.56, -1.94817E-05, , , 
DataValue, -0.57000000000000006, -2.08847E-05, , , 
DataValue, -0.58000000000000007, -2.23586E-05, , , 
DataValue, -0.59000000000000008, -2.3937500000000002E-05, , , 
DataValue, -0.6, -2.55727E-05, , , 
DataValue, -0.61, -2.7299700000000002E-05, , , 
DataValue, -0.62, -2.91255E-05, , , 
DataValue, -0.63, -3.10491E-05, , , 
DataValue, -0.64, -3.30632E-05, , , 
DataValue, -0.65, -3.51536E-05, , , 
DataValue, -0.66, -3.73627E-05, , , 
DataValue, -0.67, -3.96307E-05, , , 
DataValue, -0.68, -4.20594E-05, , , 
DataValue, -0.69000000000000006, -4.45735E-05, , , 
DataValue, -0.70000000000000007, -4.71531E-05, , , 
DataValue, -0.71000000000000008, -4.9901900000000004E-05, , , 
DataValue, -0.72000000000000008, -5.27155E-05, , , 
DataValue, -0.73, -5.56462E-05, , , 
DataValue, -0.74, -5.8716100000000005E-05, , , 
DataValue, -0.75, -6.1832300000000008E-05, , , 
DataValue, -0.76, -6.51089E-05, , , 
DataValue, -0.77, -6.84578E-05, , , 
DataValue, -0.78, -7.19635E-05, , , 
DataValue, -0.79, -7.56076E-05, , , 
DataValue, -0.8, -7.93511E-05, , , 
DataValue, -0.81, -8.3227600000000009E-05, , , 
DataValue, -0.82000000000000006, -8.721E-05, , , 
DataValue, -0.83000000000000007, -9.1263E-05, , , 
DataValue, -0.84000000000000008, -9.55042E-05, , , 
DataValue, -0.85000000000000009, -9.980460000000001E-05, , , 
DataValue, -0.86, -0.0001042454, , , 
DataValue, -0.87, -0.000108811, , , 
DataValue, -0.88, -0.0001134462, , , 
DataValue, -0.89, -0.000118312, , , 
DataValue, -0.9, -0.000123163, , , 
DataValue, -0.91, -0.000128168, , , 
DataValue, -0.92, -0.000133274, , , 
DataValue, -0.93, -0.000138696, , , 
DataValue, -0.94000000000000006, -0.000144504, , , 
DataValue, -0.95000000000000007, -0.00014989500000000001, , , 
DataValue, -0.96000000000000008, -0.000155365, , , 
DataValue, -0.97000000000000008, -0.000161149, , , 
DataValue, -0.98000000000000009, -0.000167014, , , 
DataValue, -0.9900000000000001, -0.000173368, , , 
DataValue, -1, -0.00017935500000000002, , , 
